"委員会","","ふりがな"
"議会情報ＰＲ委員会","03_常任","ぎかいじょうほうＰＲいいんかい"
"定例会","05_その他","ていれいかい"
"新型コロナウイルス感染症対策特別委員会","04_特別","しんがたころなういるすかんせんしょうたいさくとくべついいんかい"
"文教子ども委員会","03_常任","ぶんきょうこどもいいんかい"
"建設委員会","03_常任","けんせついいんかい"
"企画総務委員会","03_常任","きかくそうむいいんかい"
"区民生活委員会","03_常任","くみんせいかついいんかい"
"健康福祉委員会","03_常任","けんこうふくしいいんかい"
"全員協議会","05_その他","ぜんいんきょうぎかい"
"地域開発特別委員会","04_特別","ちいきかいはつとくべついいんかい"
"防災対策特別委員会","04_特別","ぼうさいたいさくとくべついいんかい"
"十条まちづくり特別委員会","04_特別","じゅうじょうまちづくりとくべついいんかい"
"都市ブランド推進特別委員会","04_特別","としぶらんどすいしんとくべついいんかい"
"正副委員長会","05_その他","せいふくいいんちょうかい"
"臨時会","05_その他","りんじかい"
"議会運営委員会","03_常任","ぎかいうんえいいいんかい"
"予算特別委員会","04_特別","よさんとくべついいんかい"
"決算特別委員会","04_特別","けっさんとくべついいんかい"
"文教委員会","03_常任","ぶんきょういいんかい"
"交通環境対策特別委員会","04_特別","こうつうかんきょうたいさくとくべついいんかい"
"区議会だより編集委員会","03_常任","くぎかいだよりへんしゅういいんかい"
"都区制度等調査特別委員会","04_特別","とくせいどなどちょうさとくべついいんかい"
"庁舎のあり方検討特別委員会","04_特別","ちょうしゃのありほうけんとうとくべついいんかい"
